season,week,celebrity,judge_score,FanVote%,method
6,4,Shannon Elizabeth,28.0,11.11111111111111,Percent
6,5,Cristian de la Fuente,23.0,12.5,Percent
6,5,Jason Taylor,27.0,12.5,Percent
6,5,Kristi Yamaguchi,29.0,12.5,Percent
6,5,Mario,27.0,12.5,Percent
6,5,Marissa Jaret Winokur,24.0,12.5,Percent
6,5,Marlee Matlin,22.0,12.5,Percent
6,5,Priscilla Presley,21.0,12.5,Percent
6,5,Shannon Elizabeth,23.0,12.5,Percent
6,6,Cristian de la Fuente,27.0,14.285714285714285,Percent
6,6,Jason Taylor,24.0,14.285714285714285,Percent
6,6,Kristi Yamaguchi,30.0,14.285714285714285,Percent
6,6,Mario,28.0,14.285714285714285,Percent
6,6,Marissa Jaret Winokur,26.0,14.285714285714285,Percent
6,6,Marlee Matlin,21.0,14.285714285714285,Percent
6,6,Shannon Elizabeth,24.0,14.285714285714285,Percent
6,7,Cristian de la Fuente,23.0,17.48881863869095,Percent
6,7,Jason Taylor,27.5,16.660133350309987,Percent
6,7,Kristi Yamaguchi,27.0,16.660133350309998,Percent
6,7,Mario,25.5,16.660109499672203,Percent
6,7,Marissa Jaret Winokur,26.0,16.660109499672192,Percent
6,7,Shannon Elizabeth,25.5,15.870695661344673,Percent
6,8,Cristian de la Fuente,28.5,19.996843295580575,Percent
6,8,Jason Taylor,26.0,19.99683584419664,Percent
6,8,Kristi Yamaguchi,27.5,19.996835844196596,Percent
6,8,Mario,26.5,19.44294475520411,Percent
6,8,Marissa Jaret Winokur,25.0,20.566540260822087,Percent
6,9,Cristian de la Fuente,28.0,25.0,Percent
6,9,Jason Taylor,27.5,25.0,Percent
6,9,Kristi Yamaguchi,28.5,25.0,Percent
6,9,Marissa Jaret Winokur,26.0,25.0,Percent
6,10,Cristian de la Fuente,26.0,33.33333333333333,Percent
6,10,Jason Taylor,28.5,33.33333333333333,Percent
6,10,Kristi Yamaguchi,30.0,33.33333333333333,Percent
7,1,Brooke Burke,24.5,7.689848438892552,Percent
7,1,Cloris Leachman,16.0,8.20186265918536,Percent
7,1,Cody Linley,20.5,7.689848438892192,Percent
7,1,Jeffrey Ross,12.0,7.689848438892294,Percent
7,1,Kim Kardashian,18.5,7.689848438892256,Percent
7,1,Lance Bass,21.5,7.689848438892251,Percent
7,1,Maurice Greene,19.5,7.689848438892277,Percent
7,1,Misty May-Treanor,21.0,7.689848438892291,Percent
7,1,Rocco DiSpirito,17.5,7.689850730290895,Percent
7,1,Susan Lucci,18.5,7.689850730290955,Percent
7,1,Ted McGinley,18.5,7.209799167121868,Percent
7,1,Toni Braxton,22.5,7.689847608402471,Percent
7,1,Warren Sapp,21.5,7.689850032462339,Percent
7,2,Brooke Burke,24.0,9.08888307688678,Percent
7,2,Cloris Leachman,15.0,9.548805846432346,Percent
7,2,Cody Linley,21.0,9.088883076886534,Percent
7,2,Kim Kardashian,17.0,8.643828470866735,Percent
7,2,Lance Bass,20.0,9.088883076886415,Percent
7,2,Maurice Greene,19.0,9.088883076886516,Percent
7,2,Misty May-Treanor,21.0,9.088883076886322,Percent
7,2,Rocco DiSpirito,16.0,9.09631715864954,Percent
7,2,Susan Lucci,21.0,9.088877713206235,Percent
7,2,Toni Braxton,23.0,9.088877713206237,Percent
7,2,Warren Sapp,24.0,9.088877713206339,Percent
7,3,Brooke Burke,28.0,11.11111111111111,Percent
7,3,Cloris Leachman,16.0,11.11111111111111,Percent
7,3,Cody Linley,21.0,11.11111111111111,Percent
7,3,Lance Bass,22.0,11.11111111111111,Percent
7,3,Maurice Greene,24.0,11.11111111111111,Percent
7,3,Rocco DiSpirito,20.0,11.11111111111111,Percent
7,3,Susan Lucci,21.0,11.11111111111111,Percent
7,3,Toni Braxton,22.0,11.11111111111111,Percent
7,3,Warren Sapp,25.0,11.11111111111111,Percent
7,4,Brooke Burke,26.0,11.11111111111111,Percent
7,4,Cloris Leachman,22.0,11.11111111111111,Percent
7,4,Cody Linley,23.0,11.11111111111111,Percent
7,4,Lance Bass,26.0,11.11111111111111,Percent
7,4,Maurice Greene,20.0,11.11111111111111,Percent
7,4,Rocco DiSpirito,18.0,11.11111111111111,Percent
7,4,Susan Lucci,24.0,11.11111111111111,Percent
7,4,Toni Braxton,22.0,11.11111111111111,Percent
7,4,Warren Sapp,22.0,11.11111111111111,Percent
7,5,Brooke Burke,29.0,12.499125729246133,Percent
7,5,Cloris Leachman,21.0,12.67240527307076,Percent
7,5,Cody Linley,28.0,12.499125729246446,Percent
7,5,Lance Bass,21.0,12.67240527307076,Percent
7,5,Maurice Greene,27.0,12.499125729246416,Percent
7,5,Susan Lucci,22.0,12.4991257292463,Percent
7,5,Toni Braxton,22.0,12.15958476025025,Percent
7,5,Warren Sapp,25.0,12.499101776622942,Percent
7,6,Brooke Burke,26.0,14.285714285714285,Percent
7,6,Cloris Leachman,15.0,14.285714285714285,Percent
7,6,Cody Linley,23.0,14.285714285714285,Percent
7,6,Lance Bass,27.0,14.285714285714285,Percent
7,6,Maurice Greene,21.0,14.285714285714285,Percent
7,6,Susan Lucci,23.0,14.285714285714285,Percent
7,6,Warren Sapp,25.0,14.285714285714285,Percent
7,7,Brooke Burke,30.0,16.655932342333156,Percent
7,7,Cody Linley,22.0,16.904166371259524,Percent
7,7,Lance Bass,25.0,16.65593234233309,Percent
7,7,Maurice Greene,25.0,16.65590831039872,Percent
7,7,Susan Lucci,24.0,15.54362215357245,Percent
7,7,Warren Sapp,21.0,17.584438480103064,Percent
7,8,Brooke Burke,27.5,20.0,Percent
7,8,Cody Linley,24.0,20.0,Percent
7,8,Lance Bass,25.0,20.0,Percent
7,8,Maurice Greene,24.0,20.0,Percent
7,8,Warren Sapp,27.0,20.0,Percent
7,9,Brooke Burke,24.5,25.0,Percent
7,9,Cody Linley,23.0,25.0,Percent
7,9,Lance Bass,28.5,25.0,Percent
7,9,Warren Sapp,24.5,25.0,Percent
7,10,Brooke Burke,30.0,33.33333333333333,Percent
7,10,Lance Bass,27.5,33.33333333333333,Percent
7,10,Warren Sapp,27.5,33.33333333333333,Percent
8,1,Belinda Carlisle,17.0,7.6923076923076925,Percent
8,1,Chuck Wicks,20.0,7.6923076923076925,Percent
8,1,David Alan Grier,19.0,7.6923076923076925,Percent
8,1,Denise Richards,18.0,7.6923076923076925,Percent
8,1,Gilles Marini,24.0,7.6923076923076925,Percent
8,1,Holly Madison,18.0,7.6923076923076925,Percent
8,1,Lawrence Taylor,16.0,7.6923076923076925,Percent
8,1,Lil' Kim,21.0,7.6923076923076925,Percent
8,1,Melissa Rycroft,23.0,7.6923076923076925,Percent
8,1,Shawn Johnson,23.0,7.6923076923076925,Percent
8,1,Steve Wozniak,13.0,7.6923076923076925,Percent
8,1,Steve-O,17.0,7.6923076923076925,Percent
8,1,Ty Murray,14.0,7.6923076923076925,Percent
8,2,Belinda Carlisle,18.0,6.968867987539401,Percent
8,2,Chuck Wicks,20.0,7.686619790389828,Percent
8,2,David Alan Grier,17.0,7.68662208068026,Percent
8,2,Denise Richards,21.0,7.686622080680332,Percent
8,2,Gilles Marini,27.0,7.686622080680321,Percent
8,2,Holly Madison,18.0,7.686622080680333,Percent
8,2,Lawrence Taylor,20.0,7.686622080680312,Percent
8,2,Lil' Kim,23.0,7.686622080680645,Percent
8,2,Melissa Rycroft,26.0,7.6866184183585915,Percent
8,2,Shawn Johnson,24.0,7.686619790389723,Percent
8,2,Steve Wozniak,17.0,7.68662208068074,Percent
8,2,Steve-O,14.0,8.478301949803551,Percent
8,2,Ty Murray,20.0,7.686617498755963,Percent
8,3,Chuck Wicks,23.0,8.319431034473803,Percent
8,3,David Alan Grier,24.0,8.319431034473682,Percent
8,3,Denise Richards,16.0,7.221751231230004,Percent
8,3,Gilles Marini,27.0,8.319426651572167,Percent
8,3,Holly Madison,17.0,8.319431034473576,Percent
8,3,Lawrence Taylor,20.0,8.319431034473741,Percent
8,3,Lil' Kim,25.0,8.319426651572124,Percent
8,3,Melissa Rycroft,27.0,8.31942665157211,Percent
8,3,Shawn Johnson,27.0,8.319428565972888,Percent
8,3,Steve Wozniak,10.0,9.583955955639455,Percent
8,3,Steve-O,15.0,8.319431034473574,Percent
8,3,Ty Murray,23.0,8.319429120072867,Percent
8,4,Chuck Wicks,22.0,9.090488150416396,Percent
8,4,David Alan Grier,22.0,9.090488150416027,Percent
8,4,Gilles Marini,30.0,9.09048815041594,Percent
8,4,Holly Madison,16.0,8.886196967737781,Percent
8,4,Lawrence Taylor,19.0,9.090488150415869,Percent
8,4,Lil' Kim,27.0,9.090488150415972,Percent
8,4,Melissa Rycroft,29.0,9.090488150415872,Percent
8,4,Shawn Johnson,25.0,9.090488150415723,Percent
8,4,Steve Wozniak,12.0,9.090482786549709,Percent
8,4,Steve-O,15.0,9.29942010823365,Percent
8,4,Ty Murray,25.0,9.090483084567063,Percent
8,5,Chuck Wicks,23.0,11.102049850659428,Percent
8,5,David Alan Grier,22.0,10.176852679633459,Percent
8,5,Gilles Marini,29.0,11.10204985065948,Percent
8,5,Lawrence Taylor,20.0,11.129233632014412,Percent
8,5,Lil' Kim,26.0,11.102049850659554,Percent
8,5,Melissa Rycroft,25.0,11.102049850659425,Percent
